Year,№,D1,CWT1,D2,CWT2,D3,CWT3,D4,CWT4,D5,CWT5
1900,13,36.09913948289308,2.063199503891932,39.48855095008625,1.828159266907815,31.19658329479424,1.9108175611402425,36.677668668245914,2.065999084975267,46.11308447867755,2.336150141152841
1900,14,33.08623995969458,2.258837163042513,39.12361902045641,2.1053987415034183,45.19690051939811,1.9506129886688877,44.04702330155167,1.930287323814173,48.935324981530506,2.146910692978401
1900,15,36.474983859731935,2.11477349024773,41.050040325574784,2.180851754414952,42.70918040837708,2.401425013278597,43.39964771909477,2.026187270686841,47.67448100513542,1.9194079384593974
1900,16,36.38139363487485,2.484987652120719,41.71933098087058,1.8511484879142017,36.95025901945582,1.9728709829968576,38.25511128014858,2.1917477358552797,48.5589459899974,2.015508835855661
1900,17,35.87648815705686,2.2105185999697587,47.35099968687733,1.7971319224212412,31.73615662119568,2.1449611633165833,33.52180165531757,2.5875012696150392,37.72895946769861,2.1639833499790395
1900,18,26.59712977956788,2.384090270004941,43.133320188990936,2.445916248887476,29.92335712902369,2.037002305760283,33.14810784120537,2.807215254516648,41.539599450828035,2.182456096841293
1900,19,26.259800079522428,2.950167049854665,34.35355488374955,2.5282841840428754,32.64912454937484,2.591206943240314,15.296157751347904,3.4747893475520826,35.47117770118638,2.5482816294608424
1900,20,23.11638729837063,3.8291413155315186,26.021551953812576,2.5316540784883044,25.219743139207385,3.3199748117209085,17.22911570182917,3.8651408392779616,22.75115566925753,2.837877967923694
1900,21,15.75809308371262,3.900785406534189,15.857847647275296,2.9597324172733845,20.181756432937235,3.5163715179320643,13.58360112286772,3.076894450014377,21.47791410983485,3.1522139129476896
1900,22,18.15266711422736,3.6527560918054087,17.688396094162588,3.038767188665203,13.08068027218808,3.4458592013013427,14.559228673112845,2.8150251567459788,17.07877092268359,3.56046385591981
1900,23,20.496777177138434,3.321601082021237,17.309496655130378,3.4113742078902884,15.935121642003775,3.295837476919948,17.964798009419383,2.8194556561900415,16.044793103773834,3.624732600530426
1900,24,18.618088307560413,2.9395640181600036,21.083559331987683,3.670418855826852,16.430121191101392,3.3716584014900643,13.251370849298945,2.7048148931158247,15.871377469620597,3.206008288382116
1900,25,15.3031370888971,2.393453307401334,18.616567919968183,3.4820517054137516,17.63071721842837,2.8786542276041045,11.088416771429724,2.3589374187096896,7.655083196208063,2.4209160367098943
1901,1,22.778818663314066,1.9389214050335157,43.75693205805378,1.520417487940148,35.551625952127445,1.7816474833104254,43.574959948010665,1.9587398467889567,39.75463210295947,2.0238422622683734
1901,2,30.069251391472612,1.676101556186799,37.866276186831726,2.0006912915574677,41.28719862267101,1.956511904444977,40.54650225072909,1.8391130432387315,41.97065130983827,2.3027445441034793
1901,3,42.96362020058695,1.7140513893175215,57.0844050358355,2.1400431528316615,46.14008297021262,1.9014381235898372,46.29367673069503,1.6719131859454504,51.780733645549745,2.5164144471683234
1901,4,41.86437518313648,1.9945716536885778,34.02384867347472,2.3889069827624954,50.62427737765194,1.8701619623940582,32.56684181317773,1.9218601542208027,39.18973981148082,2.2035009242712746
1901,5,46.92314392044695,2.15590190800843,33.63454323755543,2.2691721376897185,48.0305474808941,2.2638603210424164,38.83862868172152,1.6849701585089274,44.97099514450234,2.0383159426381816
1901,6,39.98655962899082,1.6548491157840521,42.14647321047062,2.0426740087375883,36.323819403824125,2.2556363409634623,42.604602389849745,1.7205598973476004,34.59185297358022,2.209641307124718
1901,7,37.031231054039544,1.974905482006575,36.89258805694899,1.9259817988821502,36.022959092660976,2.053539721165541,38.816342233773156,2.133837422207871,32.92231117108913,2.2469509599000146
1901,8,34.204405913251335,1.819326013800118,36.80074601394184,2.0510240810199405,44.03275303473854,2.2101223169105944,27.714461590063387,1.8744774904392096,28.788238006851543,2.172339782319721
1901,9,30.367474033694315,1.7052885097565353,34.92808348962892,2.242939078540627,42.37062418284283,2.2861570398104685,27.42628436107474,2.0033837348036267,38.69669973766638,2.330791903213657
1901,10,28.61644828930418,2.1059674321069983,40.5050051732229,2.1870485513217495,39.73095254602143,2.315165030412747,32.74594977814231,2.13975434927697,35.67632973074543,2.6129690327522046
1901,11,31.775502643147927,1.9096228621230578,42.43864962071751,2.084573617758134,47.17232983238224,2.096775850639733,35.870184811187386,1.8937748819821874,38.21805090403524,2.438687513909354
1901,12,26.611310761851534,1.5839428610530177,40.99303999029155,2.355177145992869,48.64965958834276,1.8863363648835887,40.082720083105656,2.016735089333254,25.50224604689066,2.315436888010115
1901,13,33.04680202130301,1.6947375831424085,33.290816084240845,1.8369576965208156,45.77044091622224,1.93580677228488,43.46971493072708,2.046659141929953,28.297923561272288,2.2693667873530745
1901,14,34.00900696140388,1.922168674610768,31.126615659814576,1.826924075681314,32.855226980686346,2.0154104016474808,32.11210959516987,1.9108228899713078,34.27958189314502,2.034424988612994
1901,15,40.89753091965499,1.712156243801241,36.83177314465071,1.9820569254262606,44.21188631372662,1.8168172772239224,31.165297756760687,2.0937717239173805,37.957734663879194,2.1151449951323036
1901,16,35.358138357521895,1.8576682155237332,44.124574497828974,2.2139555951098058,42.178179279578806,1.6736014958210421,31.196240906245237,2.2509965018442477,38.60920003514864,2.471517181908049
1901,17,25.434028712377664,1.7914515099681794,45.9299092736867,2.237284054572097,44.76502185118852,2.233101242374581,35.76952568684868,2.1525121186946654,35.95148619504736,2.6020321460141527
1901,18,31.254451470189196,1.5550418913915562,38.37044673381849,2.3552875792782824,35.789297229823376,2.3256342535644237,40.277184260835156,2.1940073965092344,35.85653990078563,2.527601562909701
1901,19,34.437995814796224,1.9524949625585308,35.94165858536296,2.383880342970418,34.02226335647349,1.881052572417937,40.70403513417922,2.3680870700560512,47.23110112062879,2.5394193857559473
1901,20,33.504193319511145,1.9431929317598002,35.98243945925122,2.265361222511502,32.20054757496767,1.7285141211500639,38.28400529147428,2.0330492124256274,36.41107409473774,2.5186758002399694
1901,21,22.038407237182962,1.705686823782,44.47859423783107,2.0789291043861726,39.184028193960636,2.117798707019371,36.003652483630916,1.9373140091014818,31.727427831679023,2.4820861674902135
1901,22,27.339606747718456,1.6412043841732462,42.54682854146193,1.9941535518909874,32.87432781474897,1.9597359784201105,37.929247925091545,2.053740178035196,35.15044351708242,2.4711650297836556
1901,23,29.041735481540144,2.1413094831581394,39.79261732931437,1.8223320966659398,37.08262204259035,1.772815405641582,39.835288764249654,2.124292054197167,41.03337319094765,2.6197805169172828
1901,24,32.36240805196659,2.033924087627583,39.793612689668244,1.663075259020174,36.69073695184538,2.2052611541858087,33.920103490486404,2.116109208453288,32.21208607703803,2.567128959641642
1901,25,34.48980774494171,1.7657788401398935,30.25065250224375,1.958166368046978,39.48874354173053,2.241724681630926,32.11180834645899,1.9384226764751271,31.64137147844933,2.6701289911353867
1901,26,33.540801024717084,2.200404317545984,36.25163934494441,2.116477822830782,28.85750275857934,1.9642574174215917,32.128863434325986,1.7611090346987155,35.98988648890594,2.7544983932085874
1901,27,26.055310856390697,2.0316325607828913,44.79249424245118,2.0964355377317876,29.203562823920205,2.210298176968527,37.363551216860614,2.223395356693495,43.18985412185367,2.3878499028261992
1901,28,26.490845138992867,2.3539133805036094,36.18215287057618,2.2143922692239597,33.47648054599068,2.2558720653091684,43.58263221056282,2.0130680672320986,47.51182984933735,2.3482497394828457
1901,29,29.155232649812206,2.1856428503210554,39.64803285809901,2.0625367464986635,32.95682434245144,2.207107055340962,43.47581696740384,1.9367139557441466,37.00851419723749,2.385852490478149
1901,30,28.45509443956512,1.9407680913539147,34.60486523083067,2.1946437827849277,35.87043482267064,2.1863019931000265,41.67051230053105,1.6714317821288467,40.32102021725193,2.1155180451648388
1901,31,31.64090213396792,2.1607454492899207,34.350425474211605,2.0447043741612325,36.15349874735584,2.036482811558766,36.6024002206344,1.9891993436796778,36.302700077807906,2.4923639813958838
1901,32,35.37690227284182,1.7174369495259687,36.77371829192428,2.2466524856718046,27.58872384797241,1.9487264117760386,35.30869103665565,2.0256517144892774,33.627193681589254,2.47751344159754
1901,33,30.415621767535516,1.9357474008714242,31.97412711064585,2.268636753035062,30.915789456644617,1.865799388427908,33.32932328248876,1.8426576646434525,26.258810991239372,1.7662112704184771
1901,34,30.64024575249204,1.7775865062755605,30.53096630264011,2.0865271411189696,30.034289035290566,1.9726683270721743,32.21998785167959,1.9724193023518732,28.8561522035504,1.6808781875449006
1901,35,35.258355949594865,1.678777306073341,28.17155097085082,1.9812037248624057,31.39390660178101,2.033184249743602,34.51709100877402,2.0303697943434496,28.699734915735853,1.8797321503174929
1901,36,30.69802597030848,1.631240087638791,34.59392280915475,2.042540473494814,40.058519628755356,2.1780682284962642,36.665686096794836,2.0856167563995758,32.670589467867956,2.0477525231485996
1901,37,30.041248575980838,1.366731262554986,39.57160634298019,2.1161896269834393,28.31303276606589,2.195641185437276,39.086332343428886,2.2694205427082106,29.127536776564448,2.3528663126243514
1901,38,32.910578556608556,1.5261983911034993,28.51863224314195,2.3464444354949476,31.00807418389775,2.207844752375284,37.83615208410471,2.2105723240568045,31.05729220710873,2.3721264306479553
1901,39,29.708009111933443,1.734870215253845,29.257413881322783,2.3149565532391705,36.451255809353995,2.3475581808750645,32.91720982904575,2.379401104022138,30.27065406931564,2.0781421017116783
1901,40,29.867251095391218,2.0151546685365394,30.861343354636404,2.5323983651773707,36.08151997392421,2.5433289470783977,32.414796310367684,2.2081555879516523,30.542310572979893,2.121329084582277
1901,41,36.61413698191939,1.8302520204644375,31.234900231929338,3.698237626017397,27.544996630791545,3.5127319755921667,30.566750644105717,2.2494729403668923,24.675397091414112,2.6537284919887263
1901,42,32.13065118769302,1.8052188278259635,26.25570448492807,4.190818377210266,24.49329124489945,3.76055583767626,29.254928005659828,2.2607399592172417,30.02583369655186,2.586969192268153
1901,43,28.613977746476124,1.717288443904839,23.080807664304942,4.256747224065633,19.929762974949607,3.5218501083840446,25.869567286917942,2.238133506262125,23.179927495675127,2.8676313430097453
1901,44,24.934698059031483,2.1205336975875917,22.67076142750264,4.514443644796256,17.16802486101348,2.7161414298819824,22.265085789609877,2.97355340310546,21.308907003838755,3.740580146437185
1901,45,18.879017392311326,2.3473929484318536,18.882498131242425,4.8135511710036445,14.643501120708764,2.4060787093621196,19.71096560549338,3.4943003321572625,18.600097392883143,3.871960329757503
1901,46,18.65659242619885,2.6611884732443936,20.24585853349231,4.403691607539016,15.30552735324356,2.8418756571872636,19.49348777829386,3.5931787177140633,17.46239769160314,3.951555691725221
1901,47,12.998858990423965,2.4225795799374596,17.23035091195069,4.282373711298638,17.6293360881417,3.5331219718833577,22.975954260796527,3.4206394537030644,14.448804890116994,3.6440930099293793
1901,48,17.584117574513037,2.2990513782015882,15.17838641342315,4.070615101259452,24.05213753845659,3.949776707686309,17.7591764593456,3.700710341147424,14.473744264846058,2.839889365907727
1901,49,18.816534279008774,2.4264477776221995,14.042018296294172,4.146212589665454,17.893537222995917,3.2791179139058717,19.20692335633361,3.453062358908665,19.258194112376568,3.3071746714160786
1901,50,22.08253064474328,2.939075003569113,13.713285994943067,4.493111356686019,18.998856548870425,2.5721622787102114,18.067922536636964,3.3136336962743513,16.194727603100343,3.6106876326911044
1901,51,20.188056156955827,3.1607150135991944,13.316543665118134,4.658430969924269,17.47760201511462,2.699131025385033,19.469479044593463,2.9657595873757563,21.228692324615803,3.886549366642662
1901,52,22.168874105495025,3.431228056207854,19.201297218038803,4.374785464185563,13.793280079328175,2.7880269082482143,16.401060214561852,2.892308692457032,19.575416414120667,3.777405320441456
1901,53,22.40345570320513,2.9306400522113574,18.72073067338679,3.8897304507050947,14.752807833897835,2.7266944876235986,16.867096719185838,2.501526024854607,19.34804270000186,3.7920902239752583
1901,54,13.391568229032345,2.760589182492052,15.414364580043603,3.7848323571139115,15.765707254683116,2.9766841438606115,21.4938658779882,2.3934868765632418,18.334415875867823,3.6470127029410455
1901,55,16.212056383385764,2.513472355177449,16.41259422594168,4.597568405084061,18.085279886494696,3.2024557360153576,17.672062639091166,3.1625606297343642,18.90379395342216,3.2171047134615893
1901,56,14.259988148904203,2.860651557509655,20.124310054819517,4.541248152282544,16.229922847537594,2.9537386079317254,16.484489745218777,2.868092461112826,16.010451603340073,3.105723965846306
1901,57,18.17211791820581,2.5625613059403474,16.672389388857038,3.895418539140292,18.61015753011866,2.6969960908638524,12.239733946566528,2.754002460284545,12.458685142882752,2.557739567677851
1901,58,12.058465776103208,1.5257207281300713,15.138661825903098,3.215316005418576,13.201181731006969,2.3227790048403367,5.519596422618237,2.284274272695093,5.797836028968685,2.0768636956762756
1901,59,2.996661473011899,1.1324027187264472,11.20001515035348,2.91015133216791,9.763765484731803,2.099242737893544,6.520604593754521,1.8994512434794812,12.318269741009562,2.249616073731052
1902,1,42.210392949088046,2.0157115560881715,26.98698134782603,1.56063121058357,33.45629880688211,2.3667522647883894,36.20276937596198,2.1068474914342126,25.616817996708992,2.1694656832099826
1902,2,34.86519567221686,1.9910146519360463,34.53412104140997,1.9528765358509512,41.84869528784057,2.2021800070346913,37.07380169188243,2.1360869323483853,31.63329128141866,2.157069583027054
1902,3,41.29610468984721,2.0618696724294794,29.09680195867908,1.7405372009565299,40.31542205089987,2.3361212798817492,43.441490350784406,2.3151936542669938,32.48593903426552,2.3426242521290823
1902,4,48.891032297187415,2.2293697735551463,33.23228789055784,1.771835298715216,38.13830750507064,2.2145795586637687,40.55327072071216,2.1566640503730468,35.57373260504668,2.2254235732787233
1902,5,43.43541207201716,2.1213684253833596,37.33314433547845,1.9355404178569675,43.186050669544905,1.987365891534797,41.627242661909264,2.0921948491346036,34.29472929990051,2.062721964980148
1902,6,36.299353566747484,1.9257936109839164,32.3451194330201,1.7948940512673983,48.19146630251156,1.812058915857162,34.745399467809136,2.2791062383632066,25.86614139424631,1.7812660159166198
1902,7,37.755114495781406,1.6959788446887722,32.92825220595075,2.204595640386125,46.664866998187485,2.149094875450872,32.412374134101704,1.9971194796042049,29.177008124602125,1.9095928675973874
1902,8,27.544349965729488,1.631849303344474,38.26072137795669,2.112908285060854,37.258567348544844,2.1651289137462473,37.073168439137426,1.8514208366275167,33.980082588477124,1.802430451604718
1902,9,37.82347691597092,1.9172501908906847,35.90920654847066,2.3482784285539613,37.742865843024006,1.9826492281945338,43.905305830991395,1.8481941598681586,32.14208495419182,1.6270562420501273
1902,10,33.12154214328021,1.9882655882605804,41.07902374129628,2.004185840432213,32.98665303132008,1.8903782746204556,34.01714458018778,2.169855083438259,37.520981163650674,1.7889551962038863
1902,11,28.497685314730642,2.034636843561684,43.51412750408513,2.264249703576084,36.59035461496217,1.906473728731683,38.297032878464655,2.02873679925806,38.15659585607611,1.984204519194636
1902,12,37.50325087985064,1.9743347544235714,41.85362243220048,2.4108752625547023,49.075362643538995,2.3432264741297897,42.73662847089049,2.263171255408103,40.57118646838293,2.0581236465307264
1902,13,40.898881890648106,1.8598022474700726,47.36757508235991,2.2961584635761185,47.95878273307607,2.070468841795858,46.62834509520276,2.263672006846026,41.97969603389403,2.218125608824858
1902,14,40.57398813361099,2.0376099695140955,37.42840778251559,2.1893485044476404,51.801486759762604,2.0081616473870323,44.92197300150405,2.2203966758052545,37.05981764924686,2.3835428783893273
1902,15,43.12862539863743,2.165570720459504,39.92985450715417,2.0377497490021197,45.18099593832925,1.9513663840393458,42.96941082145912,2.315461817899098,40.14928213063314,2.4307263690640335
1902,16,41.97740684350002,1.9146006209765851,45.66760768832519,2.2899347711289204,39.55085604659567,1.914271988769171,49.781092212278104,2.5384456710654426,36.94729978099213,2.4687006575271
1902,17,49.39923287830231,2.0011122310310596,40.84018598370875,2.41537609813985,46.19635649712832,2.3862277560697747,48.14167975188087,2.4765505216281096,37.014725105499586,2.468049944440672
1902,18,55.98314282984714,2.4728251601121354,42.46668596313653,2.2445470434002686,47.71190362460982,2.30752076683957,45.902381798156384,2.538878164170854,35.69191538160656,2.294050536732049
1902,19,46.13265244251446,2.615103558285798,45.42387120813801,2.1608978203212548,41.52765515885033,2.0321002509974266,50.820599533090096,2.7931672095520956,36.93589586836552,2.318277270944147
1902,20,46.964942215306934,2.4535006549080896,40.12630349594883,2.383180152590503,38.5893359463071,2.330218672921108,42.17163261494384,2.9549651608989507,28.995918358345065,2.2746860886388713
1902,21,34.97800643401902,2.5996695192379016,37.92193152094855,2.225240956755988,39.679377792366935,2.7331795634693496,30.926322428198574,2.7380568045199394,31.621217076625882,2.3829308926455695
1902,22,34.620089412927975,2.382730746235248,35.018531839611754,2.460403396951908,46.404392539652314,2.6813728072940246,32.182587049189905,2.606454998516251,39.72394768048549,2.5199317499402856
1902,23,32.4866243985135,2.5698913975534867,37.43533035013531,2.522743533992264,42.97081178942295,2.5294859037151305,31.95082157353638,2.412487653898989,32.0181408944574,2.5022593847252566
1902,24,43.667996257862654,2.9864738624090053,30.416054097798238,2.393777850075804,34.78622652980265,2.7955547366453093,34.214656188297006,2.6131911970722133,28.982277503462832,2.338338453015653
1902,25,32.88091937156159,3.168706554422055,29.455184273619906,2.7477929147504083,34.88982459533608,2.8425720897591207,34.30612022899968,2.9871729764778707,38.02818950772191,2.7708133210574295
1902,26,26.75240037731202,3.3916299146573805,30.86333455869907,2.896092266196489,34.215595759073956,3.4612223585932256,35.41199061407155,3.1551615617622786,30.598172365221505,3.0499433820902393
1902,27,27.97173497975132,4.039624829684983,26.06615171743335,3.6884550621572556,31.683095065363425,3.8935026362493668,36.24729503233355,3.648131042391816,31.96160490222738,3.407429374097841
1902,28,27.18726647041897,4.14587984109073,22.16992243922814,3.805546826603543,27.202248174110462,4.344306647202008,30.102633375560433,4.050625987195895,24.021228177719557,3.8570705978791904
1902,29,17.55432324736291,3.9716310142614253,19.82007954546934,3.4749715185197436,23.43687672918105,4.650197839722167,31.019294166627702,4.509101853400655,23.26083156439518,4.383240034069609
1902,30,21.12652593652215,4.065078370655778,16.00832869602457,3.4330075083205642,27.508696032719087,5.204861817791742,25.102032065565023,5.142032102210192,19.819178685743065,4.7117004800261
1902,31,23.1077793191771,4.169666096370742,22.53633123568146,3.646762899290347,28.23186306913754,5.142461290535623,25.639137341759458,5.326902641272763,22.193828259249482,4.749526545010015
1902,32,22.549319306437663,4.409959031293516,23.80943932285842,4.413629248824352,23.116256343524974,4.777434614291441,27.901086556126792,5.171013560399105,18.60970247885197,4.626756952301021
1902,33,20.781688188732282,4.3935966482171604,22.081507252593756,4.236174638782765,23.017978860713207,4.359697416033518,24.766802736413418,4.929557160690435,23.645908444335436,4.654746348279713
1902,34,15.302969704755256,3.6472413910989,25.48664715094783,4.3710191577851205,20.313516524440875,3.6289064479222017,22.570716865706807,5.114820408183578,19.94007486612409,4.404005165261762
1902,35,20.972636673391406,3.192114432191681,20.177796586839822,4.1756608390915995,19.038586801651732,3.1638563880076527,23.636427829809048,4.923745680923331,21.22184640850638,4.469848677743459
1902,36,16.98770512587399,2.3743243492799158,18.0177412105921,3.404349462455311,12.92062734254458,2.662080239221796,23.093210234384294,4.785546410603228,21.276697128683704,3.859284512065625
1902,37,5.82021350991443,2.318295209874078,11.731220748913136,2.537230916166252,11.012890288792631,2.0246931007053006,17.395698268470635,3.7207433874863693,16.603502722615936,3.17258416981845
1903,1,44.15557677595217,1.9943445509672768,27.3627406026528,2.074578800785543,33.54268707222631,2.6026228344146283,42.50911159731473,2.711748943549991,44.055395813344376,2.625723287348855
1903,2,32.83807194033667,2.4442975068972816,32.36916450201321,2.26037286126913,43.915466242640946,2.2851350343850334,45.68981398136686,2.6725259469905276,53.15879196438598,2.2942083331665213
1903,3,41.05252135576294,2.532225316221794,34.91188353863032,2.1777830688314985,35.78508842526719,2.588439048001588,47.21648865721895,2.5325309923439043,44.424987778070665,2.339624112157855
1903,4,43.25203581824122,2.4519269925164173,36.394760405441176,2.0266747558435023,42.94816907279991,2.5263772446269015,47.46824360649228,2.54045022634172,47.486196595972736,2.5681686303064932
1903,5,36.629939923543844,2.3997120754918195,41.63780781552267,1.9670463967696719,44.1269094182582,2.1658876565610057,39.60680777215897,2.283011249239477,46.03127630055939,2.396373679814797
1903,6,45.95197524001788,2.3250121578174956,30.489864938669495,1.585719591273606,45.199405336955046,2.783594506994999,40.236403531857334,1.9860335205998003,42.29256582214336,2.686694809878163
1903,7,36.51879180334624,2.0240675417711245,32.451138643272756,1.909646673400572,42.41262553301414,2.575531197148763,37.57965125348808,2.1380526128678508,38.925353428963696,2.690613340684972
1903,8,39.936694541914505,1.7938954925080282,37.954369304673406,2.2185607710240345,39.21001880477011,2.264795630406796,39.403486863531114,2.007034858736467,40.65733183982987,2.406928168335891
1903,9,38.318604163401545,1.888003397630587,41.02195906417412,2.3015861154218,36.875222791903404,1.9083799795637784,36.72352024736324,2.2369181454606704,42.14274267287077,2.589595412974828
1903,10,41.164603131254744,1.8026229660016955,45.2867545903417,2.0427491612956894,31.856741798365007,1.7161245490848887,35.498891171145495,2.0288880975978216,43.40113417738436,2.538544220178787
1903,11,42.69013445608765,1.883900849899024,48.44550976503032,2.035227298989395,31.080083097592052,1.93172866985089,40.4116208295842,2.1183176290159444,45.37109607409278,2.363335705164831
1903,12,42.017447640155154,2.031848711751979,35.201058887130465,1.9657473445093352,32.10942196752707,2.321334612552085,38.21525457657747,2.2821150721060577,38.230264548779715,2.313980707447989
1903,13,40.54824307567392,1.976858204132827,35.482742702218445,1.9687841560322663,33.766676841907135,2.0795767019379543,47.357831748138615,2.254614860502082,28.106280043152623,2.131895618933627
1903,14,34.986082482935075,1.826907202086976,38.223313192308865,2.2753801956637734,32.30677445799393,2.132495265190917,47.0181156581569,2.3540393700597457,34.224554243434696,2.118810517671976
1903,15,35.49300147074705,1.70752620786955,42.79289148633887,1.8722503794595826,28.516156737660115,2.083990230986576,35.82653800462677,2.041198579629777,32.083781334262056,1.767204167093567
1903,16,32.93854929923625,1.8463327954952824,37.11185935923654,1.552779047267747,31.5685616945309,2.1012382710976,37.50257833128774,2.2234743606045853,40.88768147609417,1.9537340486356638
1903,17,34.160906458987064,1.9261811121293435,34.384230969068355,1.774596898047472,28.134661843209205,2.0083423631894552,38.29644224460755,2.1600008025248565,40.12365413373169,2.2908578053718798
1903,18,37.12488086357742,1.9233794380008002,39.477400154633834,2.006980225575709,27.816299860309556,1.599455482869777,40.23272883667109,1.8041289037600468,35.854496047873305,2.015458827005476
1903,19,32.64668297651363,1.90806615373074,36.464101365614376,1.5743363553144512,29.90310397782752,1.7376373416119975,30.788212467607757,1.9722926870180304,40.333983162887385,2.212079218712083
1903,20,30.3015335357457,1.726009395924154,37.35106690611301,1.5382533245581436,35.95662504997402,2.1478843920772506,28.960632547790635,1.8898554241110261,35.105396285101236,1.9225857817554737
1903,21,32.489967040054786,1.6869923115797185,33.738860664933526,1.7255064536980715,34.96756481508504,2.307319124606724,29.892433423551815,2.1091992074089903,35.981537317909584,2.1483157882983823
1903,22,28.774268354696755,1.7868723418604826,33.86310914140275,1.695827105798305,30.73904644909638,2.200598745608696,47.23722368041627,2.3609589095340318,37.91501428617605,2.266621388695191
1903,23,26.256320952367965,1.8262121596483258,31.0756200499414,1.6699638928846612,32.71465091507507,2.2852199910568043,38.211760560843224,2.4699385338716913,29.60832374865926,2.550564326510368
1903,24,33.90206534059807,1.9682836920947624,32.322525871475676,2.0502599472247027,26.534901515160755,2.49812730692703,33.00361004114251,2.5928449650916976,31.260182836799277,3.1800479260024446
1903,25,32.103442163086434,1.8485326477547617,33.489206294417215,2.0293252284021897,25.689178837460744,2.3839304032639954,32.95652743265707,2.8113256174224954,26.467243144657864,3.351211337642556
1903,26,29.15884537588776,1.9207058924066784,33.84930800833151,1.953504366540377,21.072179389489516,2.5349615347889354,30.219963252277275,3.404835334022508,28.146668662948997,3.183991171882436
1903,27,27.31516453753735,2.087103325833901,25.604516190690088,2.2617346723253378,19.2977982263397,2.465488457015921,33.66246384446607,3.5126563523027534,24.357022353591077,3.0760637718963784
1903,28,27.70916649240829,2.260231560164501,30.8082840133494,2.242820692189365,27.991236771435865,2.6832223825371044,25.72322301651687,3.821391094082813,26.992911074268914,3.3362453632600126
1903,29,24.252263160965224,2.134880040620309,30.98244188748536,1.8226150004678487,20.826611024122062,3.120382401805814,30.576030580884833,3.621111842824725,22.38409221729729,3.713552606164047
1903,30,20.149910757667815,2.6124094212505633,25.23921559662849,2.9067100584626937,19.856559093664323,3.342735631173807,20.956794556518382,3.664981376806735,25.74783900317356,4.045782800517158
1903,31,15.270856581735917,3.035343597309572,21.12829956799468,3.6960383775723016,18.47138210005612,3.886191179333401,21.295886480249276,3.895794334204171,24.041716769592934,4.738484726690064
1903,32,13.292588656999024,3.978357533251978,20.039448838172206,4.135934579254087,23.229589762569564,4.278391444402204,22.441958241346086,4.555161683330517,22.054275726305224,5.164621961677017
1903,33,17.382225483624467,4.663709963284861,20.338915714646117,4.352965352027378,16.121961076609352,4.313751784355008,22.36273933477246,4.9158978802948905,21.637235092360026,5.168602535908695
1903,34,17.412899097804814,4.641711228592221,18.78626366628886,3.848842744657122,23.11290530122472,4.39399331929077,27.373532795434812,4.909124268284491,21.756306031730006,5.4169311793564425
1903,35,18.276307031582,4.447633349423395,14.097174731072126,4.067081091270999,23.405785876155768,5.129638696185961,19.17463155811363,4.6125208565314315,23.71841337946384,5.316010502984788
1903,36,18.569277865753754,3.9056779510162487,22.58490816846906,4.086579365621942,20.91657132072975,5.014695873524812,14.310253392512575,3.62774515443218,23.241425264362526,5.181398511660451
1903,37,12.492232023964874,3.3220690717652883,20.237977455719886,3.8772105963582373,18.82598647904851,4.492698752496117,9.831862799774834,3.5119483919304177,14.787172426369144,4.296370125119219
